Российская Федерация,2021,7,Covid19 suspected,5013
Российская Федерация,2021,7,Covid19 contributed,1433
Российская Федерация,2021,7,Covid19 unrelated,4656
Российская Федерация,2021,7,Covid19 daily reported,23466
Российская Федерация,2021,8,Covid19 confirmed,39332
Российская Федерация,2021,8,Covid19 suspected,4885
Российская Федерация,2021,8,Covid19 contributed,1258
Российская Федерация,2021,8,Covid19 unrelated,4455
Российская Федерация,2021,8,Covid19 daily reported,24662
Российская Федерация,2021,9,Covid19 confirmed,35174
Российская Федерация,2021,9,Covid19 suspected,4998
Российская Федерация,2021,9,Covid19 contributed,979
Российская Федерация,2021,9,Covid19 unrelated,3570
Российская Федерация,2021,9,Covid19 daily reported,24128
Российская Федерация,2021,10,Covid19 confirmed,60357
Российская Федерация,2021,10,Covid19 suspected,9288
Российская Федерация,2021,10,Covid19 contributed,1135
Российская Федерация,2021,10,Covid19 unrelated,4764
Российская Федерация,2021,10,Covid19 daily reported,31551
Российская Федерация,2021,11,Covid19 confirmed,72425
Российская Федерация,2021,11,Covid19 suspected,8463
Российская Федерация,2021,11,Covid19 contributed,1462
Российская Федерация,2021,11,Covid19 unrelated,5788
Российская Федерация,2021,11,Covid19 daily reported,36726
Российская Федерация,2021,12,Covid19 confirmed,45096
Российская Федерация,2021,12,Covid19 suspected,4596
Российская Федерация,2021,12,Covid19 contributed,1034
Российская Федерация,2021,12,Covid19 unrelated,4092
Российская Федерация,2021,12,Covid19 daily reported,33288
Российская Федерация,2022,1,Covid19 confirmed,28834
Российская Федерация,2022,1,Covid19 suspected,3559
Российская Федерация,2022,1,Covid19 contributed,607
Российская Федерация,2022,1,Covid19 unrelated,2807
Российская Федерация,2022,1,Covid19 daily reported,22305
Российская Федерация,2022,2,Covid19 confirmed,34323
Российская Федерация,2022,2,Covid19 suspected,3576
Российская Федерация,2022,2,Covid19 contributed,1073
Российская Федерация,2022,2,Covid19 unrelated,4571
Российская Федерация,2022,2,Covid19 daily reported,20434
Российская Федерация,2022,3,Covid19 confirmed,27553
Российская Федерация,2022,3,Covid19 suspected,2959
Российская Федерация,2022,3,Covid19 contributed,1176
Российская Федерация,2022,3,Covid19 unrelated,4199
Российская Федерация,2022,3,Covid19 daily reported,16618
Российская Федерация,2022,4,Covid19 confirmed,7945
Российская Федерация,2022,4,Covid19 suspected,1439
Российская Федерация,2022,4,Covid19 contributed,430
Российская Федерация,2022,4,Covid19 unrelated,1859
Российская Федерация,2022,4,Covid19 daily reported,6967
Российская Федерация,2022,5,Covid19 confirmed,4357
Российская Федерация,2022,5,Covid19 suspected,907
Российская Федерация,2022,5,Covid19 contributed,342
Российская Федерация,2022,5,Covid19 unrelated,1443
Российская Федерация,2022,5,Covid19 daily reported,3169
Российская Федерация,2022,6,Covid19 confirmed,3102
Российская Федерация,2022,6,Covid19 suspected,625
Российская Федерация,2022,6,Covid19 contributed,249
Российская Федерация,2022,6,Covid19 unrelated,1047
Российская Федерация,2022,6,Covid19 daily reported,1965
Российская Федерация,2022,7,Covid19 confirmed,1989
Российская Федерация,2022,7,Covid19 suspected,348
Российская Федерация,2022,7,Covid19 contributed,209
Российская Федерация,2022,7,Covid19 unrelated,766
Российская Федерация,2022,7,Covid19 daily reported,1304
Белгородская область,2020,4,Covid19 confirmed,0
Белгородская область,2020,4,Covid19 suspected,0
Белгородская область,2020,4,Covid19 contributed,0
Белгородская область,2020,4,Covid19 unrelated,0
Белгородская область,2020,4,Covid19 daily reported,5
Белгородская область,2020,5,Covid19 confirmed,22
Белгородская область,2020,5,Covid19 suspected,1
Белгородская область,2020,5,Covid19 contributed,4
Белгородская область,2020,5,Covid19 unrelated,12
Белгородская область,2020,5,Covid19 daily reported,14
Белгородская область,2020,6,Covid19 confirmed,20
Белгородская область,2020,6,Covid19 suspected,0
Белгородская область,2020,6,Covid19 contributed,10
Белгородская область,2020,6,Covid19 unrelated,23
Белгородская область,2020,6,Covid19 daily reported,23
Белгородская область,2020,7,Covid19 confirmed,8
Белгородская область,2020,7,Covid19 suspected,0
Белгородская область,2020,7,Covid19 contributed,7
Белгородская область,2020,7,Covid19 unrelated,25
Белгородская область,2020,7,Covid19 daily reported,5
Белгородская область,2020,8,Covid19 confirmed,8
Белгородская область,2020,8,Covid19 suspected,0
Белгородская область,2020,8,Covid19 contributed,3
Белгородская область,2020,8,Covid19 unrelated,20
Белгородская область,2020,8,Covid19 daily reported,6
Белгородская область,2020,9,Covid19 confirmed,8
Белгородская область,2020,9,Covid19 suspected,0
Белгородская область,2020,9,Covid19 contributed,8
Белгородская область,2020,9,Covid19 unrelated,38
Белгородская область,2020,9,Covid19 daily reported,5
Белгородская область,2020,10,Covid19 confirmed,44
Белгородская область,2020,10,Covid19 suspected,0
Белгородская область,2020,10,Covid19 contributed,19
Белгородская область,2020,10,Covid19 unrelated,141
Белгородская область,2020,10,Covid19 daily reported,3
Белгородская область,2020,11,Covid19 confirmed,91
Белгородская область,2020,11,Covid19 suspected,5
Белгородская область,2020,11,Covid19 contributed,22
Белгородская область,2020,11,Covid19 unrelated,143
Белгородская область,2020,11,Covid19 daily reported,28
Белгородская область,2020,12,Covid19 confirmed,151
Белгородская область,2020,12,Covid19 suspected,19
Белгородская область,2020,12,Covid19 contributed,15
Белгородская область,2020,12,Covid19 unrelated,127
Белгородская область,2020,12,Covid19 daily reported,173
Белгородская область,2021,1,Covid19 confirmed,115
Белгородская область,2021,1,Covid19 suspected,29
Белгородская область,2021,1,Covid19 contributed,10
Белгородская область,2021,1,Covid19 unrelated,74
Белгородская область,2021,1,Covid19 daily reported,113
Белгородская область,2021,2,Covid19 confirmed,86
Белгородская область,2021,2,Covid19 suspected,28
Белгородская область,2021,2,Covid19 contributed,11
Белгородская область,2021,2,Covid19 unrelated,53
Белгородская область,2021,2,Covid19 daily reported,112
Белгородская область,2021,3,Covid19 confirmed,117
Белгородская область,2021,3,Covid19 suspected,38
Белгородская область,2021,3,Covid19 contributed,6
Белгородская область,2021,3,Covid19 unrelated,33
Белгородская область,2021,3,Covid19 daily reported,78
Белгородская область,2021,4,Covid19 confirmed,126
Белгородская область,2021,4,Covid19 suspected,26
Белгородская область,2021,4,Covid19 contributed,0
Белгородская область,2021,4,Covid19 unrelated,11
Белгородская область,2021,4,Covid19 daily reported,68
Белгородская область,2021,5,Covid19 confirmed,81
Белгородская область,2021,5,Covid19 suspected,25
Белгородская область,2021,5,Covid19 contributed,2
Белгородская область,2021,5,Covid19 unrelated,9
Белгородская область,2021,5,Covid19 daily reported,62
Белгородская область,2021,6,Covid19 confirmed,107
Белгородская область,2021,6,Covid19 suspected,28
Белгородская область,2021,6,Covid19 contributed,1
Белгородская область,2021,6,Covid19 unrelated,8
Белгородская область,2021,6,Covid19 daily reported,59
Белгородская область,2021,7,Covid19 confirmed,200
Белгородская область,2021,7,Covid19 suspected,54
Белгородская область,2021,7,Covid19 contributed,0
Белгородская область,2021,7,Covid19 unrelated,4
Белгородская область,2021,7,Covid19 daily reported,140
Белгородская область,2021,8,Covid19 confirmed,247
Белгородская область,2021,8,Covid19 suspected,76
Белгородская область,2021,8,Covid19 contributed,0
Белгородская область,2021,8,Covid19 unrelated,12
Белгородская область,2021,8,Covid19 daily reported,116
Белгородская область,2021,9,Covid19 confirmed,283
Белгородская область,2021,9,Covid19 suspected,98
Белгородская область,2021,9,Covid19 contributed,0
Белгородская область,2021,9,Covid19 unrelated,15
Белгородская область,2021,9,Covid19 daily reported,154
Белгородская область,2021,10,Covid19 confirmed,817
Белгородская область,2021,10,Covid19 suspected,295
Белгородская область,2021,10,Covid19 contributed,0
Белгородская область,2021,10,Covid19 unrelated,32
Белгородская область,2021,10,Covid19 daily reported,151
Белгородская область,2021,11,Covid19 confirmed,971
Белгородская область,2021,11,Covid19 suspected,403
Белгородская область,2021,11,Covid19 contributed,2
Белгородская область,2021,11,Covid19 unrelated,37
Белгородская область,2021,11,Covid19 daily reported,221
Белгородская область,2021,12,Covid19 confirmed,459
Белгородская область,2021,12,Covid19 suspected,122
Белгородская область,2021,12,Covid19 contributed,2
Белгородская область,2021,12,Covid19 unrelated,29
Белгородская область,2021,12,Covid19 daily reported,215
Белгородская область,2022,1,Covid19 confirmed,191
Белгородская область,2022,1,Covid19 suspected,48
Белгородская область,2022,1,Covid19 contributed,2
Белгородская область,2022,1,Covid19 unrelated,17
Белгородская область,2022,1,Covid19 daily reported,178
Белгородская область,2022,2,Covid19 confirmed,247
Белгородская область,2022,2,Covid19 suspected,26
Белгородская область,2022,2,Covid19 contributed,3
Белгородская область,2022,2,Covid19 unrelated,29
Белгородская область,2022,2,Covid19 daily reported,107
Белгородская область,2022,3,Covid19 confirmed,277
Белгородская область,2022,3,Covid19 suspected,45
Белгородская область,2022,3,Covid19 contributed,2
Белгородская область,2022,3,Covid19 unrelated,39
Белгородская область,2022,3,Covid19 daily reported,122
Белгородская область,2022,4,Covid19 confirmed,101
Белгородская область,2022,4,Covid19 suspected,10
Белгородская область,2022,4,Covid19 contributed,2
Белгородская область,2022,4,Covid19 unrelated,20
Белгородская область,2022,4,Covid19 daily reported,71
Белгородская область,2022,5,Covid19 confirmed,34
Белгородская область,2022,5,Covid19 suspected,9
Белгородская область,2022,5,Covid19 contributed,3
Белгородская область,2022,5,Covid19 unrelated,10
Белгородская область,2022,5,Covid19 daily reported,39
Белгородская область,2022,6,Covid19 confirmed,36
Белгородская область,2022,6,Covid19 suspected,1
Белгородская область,2022,6,Covid19 contributed,2
Белгородская область,2022,6,Covid19 unrelated,9
Белгородская область,2022,6,Covid19 daily reported,10
Белгородская область,2022,7,Covid19 confirmed,21
Белгородская область,2022,7,Covid19 suspected,2
Белгородская область,2022,7,Covid19 contributed,0
Белгородская область,2022,7,Covid19 unrelated,1
Белгородская область,2022,7,Covid19 daily reported,4
Брянская область,2020,4,Covid19 confirmed,12
Брянская область,2020,4,Covid19 suspected,0
Брянская область,2020,4,Covid19 contributed,1
Брянская область,2020,4,Covid19 unrelated,8
Брянская область,2020,4,Covid19 daily reported,9
Брянская область,2020,5,Covid19 confirmed,20
Брянская область,2020,5,Covid19 suspected,0
Брянская область,2020,5,Covid19 contributed,13
Брянская область,2020,5,Covid19 unrelated,123
Брянская область,2020,5,Covid19 daily reported,22
Брянская область,2020,6,Covid19 confirmed,3
Брянская область,2020,6,Covid19 suspected,2
Брянская область,2020,6,Covid19 contributed,9
Брянская область,2020,6,Covid19 unrelated,123
Брянская область,2020,6,Covid19 daily reported,3
Брянская область,2020,7,Covid19 confirmed,3
Брянская область,2020,7,Covid19 suspected,0
Брянская область,2020,7,Covid19 contributed,4
Брянская область,2020,7,Covid19 unrelated,63
Брянская область,2020,7,Covid19 daily reported,1
Брянская область,2020,8,Covid19 confirmed,0
Брянская область,2020,8,Covid19 suspected,0
Брянская область,2020,8,Covid19 contributed,1
Брянская область,2020,8,Covid19 unrelated,47
Брянская область,2020,8,Covid19 daily reported,0
Брянская область,2020,9,Covid19 confirmed,11
Брянская область,2020,9,Covid19 suspected,0
Брянская область,2020,9,Covid19 contributed,4
Брянская область,2020,9,Covid19 unrelated,85
Брянская область,2020,9,Covid19 daily reported,3
Брянская область,2020,10,Covid19 confirmed,27
Брянская область,2020,10,Covid19 suspected,4
Брянская область,2020,10,Covid19 contributed,0
Брянская область,2020,10,Covid19 unrelated,184
Брянская область,2020,10,Covid19 daily reported,29
Брянская область,2020,11,Covid19 confirmed,110
Брянская область,2020,11,Covid19 suspected,5
Брянская область,2020,11,Covid19 contributed,4
Брянская область,2020,11,Covid19 unrelated,246
Брянская область,2020,11,Covid19 daily reported,57
Брянская область,2020,12,Covid19 confirmed,45
Брянская область,2020,12,Covid19 suspected,0
Брянская область,2020,12,Covid19 contributed,11
Брянская область,2020,12,Covid19 unrelated,401
Брянская область,2020,12,Covid19 daily reported,92
Брянская область,2021,1,Covid19 confirmed,6
Брянская область,2021,1,Covid19 suspected,0
Брянская область,2021,1,Covid19 contributed,5
Брянская область,2021,1,Covid19 unrelated,411
Брянская область,2021,1,Covid19 daily reported,23
Брянская область,2021,2,Covid19 confirmed,20
Брянская область,2021,2,Covid19 suspected,0
Брянская область,2021,2,Covid19 contributed,4
Брянская область,2021,2,Covid19 unrelated,275
Брянская область,2021,2,Covid19 daily reported,18
Брянская область,2021,3,Covid19 confirmed,19
Брянская область,2021,3,Covid19 suspected,1
Брянская область,2021,3,Covid19 contributed,8
Брянская область,2021,3,Covid19 unrelated,278
Брянская область,2021,3,Covid19 daily reported,27
Брянская область,2021,4,Covid19 confirmed,29
Брянская область,2021,4,Covid19 suspected,0
Брянская область,2021,4,Covid19 contributed,5
Брянская область,2021,4,Covid19 unrelated,218
Брянская область,2021,4,Covid19 daily reported,25
Брянская область,2021,5,Covid19 confirmed,43
Брянская область,2021,5,Covid19 suspected,2
Брянская область,2021,5,Covid19 contributed,7
Брянская область,2021,5,Covid19 unrelated,127
Брянская область,2021,5,Covid19 daily reported,49
Брянская область,2021,6,Covid19 confirmed,185
Брянская область,2021,6,Covid19 suspected,0
Брянская область,2021,6,Covid19 contributed,4
Брянская область,2021,6,Covid19 unrelated,154
Брянская область,2021,6,Covid19 daily reported,162
Брянская область,2021,7,Covid19 confirmed,357
Брянская область,2021,7,Covid19 suspected,3
Брянская область,2021,7,Covid19 contributed,4
Брянская область,2021,7,Covid19 unrelated,240
Брянская область,2021,7,Covid19 daily reported,288
Брянская область,2021,8,Covid19 confirmed,331
Брянская область,2021,8,Covid19 suspected,5
Брянская область,2021,8,Covid19 contributed,3
Брянская область,2021,8,Covid19 unrelated,130
Брянская область,2021,8,Covid19 daily reported,327
Брянская область,2021,9,Covid19 confirmed,271
Брянская область,2021,9,Covid19 suspected,4
Брянская область,2021,9,Covid19 contributed,4
Брянская область,2021,9,Covid19 unrelated,103
Брянская область,2021,9,Covid19 daily reported,319
Брянская область,2021,10,Covid19 confirmed,457
Брянская область,2021,10,Covid19 suspected,8
Брянская область,2021,10,Covid19 contributed,2
Брянская область,2021,10,Covid19 unrelated,186
Брянская область,2021,10,Covid19 daily reported,440
Брянская область,2021,11,Covid19 confirmed,628
Брянская область,2021,11,Covid19 suspected,8
Брянская область,2021,11,Covid19 contributed,1
Брянская область,2021,11,Covid19 unrelated,272
Брянская область,2021,11,Covid19 daily reported,425
Брянская область,2021,12,Covid19 confirmed,436
Брянская область,2021,12,Covid19 suspected,4
Брянская область,2021,12,Covid19 contributed,1
Брянская область,2021,12,Covid19 unrelated,128
Брянская область,2021,12,Covid19 daily reported,594
Брянская область,2022,1,Covid19 confirmed,341
Брянская область,2022,1,Covid19 suspected,7
Брянская область,2022,1,Covid19 contributed,0
Брянская область,2022,1,Covid19 unrelated,85
Брянская область,2022,1,Covid19 daily reported,348
Брянская область,2022,2,Covid19 confirmed,298
Брянская область,2022,2,Covid19 suspected,4
Брянская область,2022,2,Covid19 contributed,3
Брянская область,2022,2,Covid19 unrelated,91
Брянская область,2022,2,Covid19 daily reported,233
Брянская область,2022,3,Covid19 confirmed,370
Брянская область,2022,3,Covid19 suspected,1
Брянская область,2022,3,Covid19 contributed,1
Брянская область,2022,3,Covid19 unrelated,80
Брянская область,2022,3,Covid19 daily reported,292
Брянская область,2022,4,Covid19 confirmed,108
Брянская область,2022,4,Covid19 suspected,0
Брянская область,2022,4,Covid19 contributed,1
Брянская область,2022,4,Covid19 unrelated,26
Брянская область,2022,4,Covid19 daily reported,191
Брянская область,2022,5,Covid19 confirmed,45
Брянская область,2022,5,Covid19 suspected,2
Брянская область,2022,5,Covid19 contributed,4
Брянская область,2022,5,Covid19 unrelated,27
Брянская область,2022,5,Covid19 daily reported,49
Брянская область,2022,6,Covid19 confirmed,11
Брянская область,2022,6,Covid19 suspected,2
Брянская область,2022,6,Covid19 contributed,0
Брянская область,2022,6,Covid19 unrelated,20
Брянская область,2022,6,Covid19 daily reported,14
Брянская область,2022,7,Covid19 confirmed,5
Брянская область,2022,7,Covid19 suspected,1
Брянская область,2022,7,Covid19 contributed,0
Брянская область,2022,7,Covid19 unrelated,7
Брянская область,2022,7,Covid19 daily reported,3
Владимирская область,2020,4,Covid19 confirmed,13
Владимирская область,2020,4,Covid19 suspected,5
Владимирская область,2020,4,Covid19 contributed,0
Владимирская область,2020,4,Covid19 unrelated,0
Владимирская область,2020,4,Covid19 daily reported,6
Владимирская область,2020,5,Covid19 confirmed,69
Владимирская область,2020,5,Covid19 suspected,0
Владимирская область,2020,5,Covid19 contributed,0
Владимирская область,2020,5,Covid19 unrelated,0
Владимирская область,2020,5,Covid19 daily reported,14
Владимирская область,2020,6,Covid19 confirmed,76
Владимирская область,2020,6,Covid19 suspected,2
Владимирская область,2020,6,Covid19 contributed,0
Владимирская область,2020,6,Covid19 unrelated,2
Владимирская область,2020,6,Covid19 daily reported,44
Владимирская область,2020,7,Covid19 confirmed,38
Владимирская область,2020,7,Covid19 suspected,0
Владимирская область,2020,7,Covid19 contributed,2
Владимирская область,2020,7,Covid19 unrelated,1
Владимирская область,2020,7,Covid19 daily reported,79
Владимирская область,2020,8,Covid19 confirmed,15
Владимирская область,2020,8,Covid19 suspected,1
Владимирская область,2020,8,Covid19 contributed,0
Владимирская область,2020,8,Covid19 unrelated,1
Владимирская область,2020,8,Covid19 daily reported,50
Владимирская область,2020,9,Covid19 confirmed,19
Владимирская область,2020,9,Covid19 suspected,0
Владимирская область,2020,9,Covid19 contributed,0
Владимирская область,2020,9,Covid19 unrelated,3
Владимирская область,2020,9,Covid19 daily reported,24
Владимирская область,2020,10,Covid19 confirmed,56
Владимирская область,2020,10,Covid19 suspected,0
Владимирская область,2020,10,Covid19 contributed,4
Владимирская область,2020,10,Covid19 unrelated,3
Владимирская область,2020,10,Covid19 daily reported,49
Владимирская область,2020,11,Covid19 confirmed,177
Владимирская область,2020,11,Covid19 suspected,29
Владимирская область,2020,11,Covid19 contributed,4
Владимирская область,2020,11,Covid19 unrelated,54
Владимирская область,2020,11,Covid19 daily reported,57
Владимирская область,2020,12,Covid19 confirmed,222
Владимирская область,2020,12,Covid19 suspected,15
Владимирская область,2020,12,Covid19 contributed,2
Владимирская область,2020,12,Covid19 unrelated,71
Владимирская область,2020,12,Covid19 daily reported,186
Владимирская область,2021,1,Covid19 confirmed,183
Владимирская область,2021,1,Covid19 suspected,19
Владимирская область,2021,1,Covid19 contributed,6
Владимирская область,2021,1,Covid19 unrelated,110
Владимирская область,2021,1,Covid19 daily reported,179
Владимирская область,2021,2,Covid19 confirmed,120
Владимирская область,2021,2,Covid19 suspected,14
Владимирская область,2021,2,Covid19 contributed,5
Владимирская область,2021,2,Covid19 unrelated,32
Владимирская область,2021,2,Covid19 daily reported,187
Владимирская область,2021,3,Covid19 confirmed,96
Владимирская область,2021,3,Covid19 suspected,11
Владимирская область,2021,3,Covid19 contributed,6
Владимирская область,2021,3,Covid19 unrelated,25
Владимирская область,2021,3,Covid19 daily reported,121
Владимирская область,2021,4,Covid19 confirmed,84
Владимирская область,2021,4,Covid19 suspected,10
Владимирская область,2021,4,Covid19 contributed,1
Владимирская область,2021,4,Covid19 unrelated,27
Владимирская область,2021,4,Covid19 daily reported,111
Владимирская область,2021,5,Covid19 confirmed,74
Владимирская область,2021,5,Covid19 suspected,5
Владимирская область,2021,5,Covid19 contributed,1
Владимирская область,2021,5,Covid19 unrelated,24
Владимирская область,2021,5,Covid19 daily reported,88
Владимирская область,2021,6,Covid19 confirmed,202
Владимирская область,2021,6,Covid19 suspected,8
Владимирская область,2021,6,Covid19 contributed,2
Владимирская область,2021,6,Covid19 unrelated,71
Владимирская область,2021,6,Covid19 daily reported,83
Владимирская область,2021,7,Covid19 confirmed,329
Владимирская область,2021,7,Covid19 suspected,18
Владимирская область,2021,7,Covid19 contributed,4
Владимирская область,2021,7,Covid19 unrelated,71
Владимирская область,2021,7,Covid19 daily reported,182
Владимирская область,2021,8,Covid19 confirmed,369
Владимирская область,2021,8,Covid19 suspected,5
Владимирская область,2021,8,Covid19 contributed,3
Владимирская область,2021,8,Covid19 unrelated,27
Владимирская область,2021,8,Covid19 daily reported,251
Владимирская область,2021,9,Covid19 confirmed,306
Владимирская область,2021,9,Covid19 suspected,10
Владимирская область,2021,9,Covid19 contributed,1
Владимирская область,2021,9,Covid19 unrelated,12
Владимирская область,2021,9,Covid19 daily reported,262
Владимирская область,2021,10,Covid19 confirmed,745
Владимирская область,2021,10,Covid19 suspected,50
Владимирская область,2021,10,Covid19 contributed,4
Владимирская область,2021,10,Covid19 unrelated,38
Владимирская область,2021,10,Covid19 daily reported,270
Владимирская область,2021,11,Covid19 confirmed,842
Владимирская область,2021,11,Covid19 suspected,63
Владимирская область,2021,11,Covid19 contributed,7
Владимирская область,2021,11,Covid19 unrelated,56
Владимирская область,2021,11,Covid19 daily reported,330
Владимирская область,2021,12,Covid19 confirmed,488
Владимирская область,2021,12,Covid19 suspected,35
Владимирская область,2021,12,Covid19 contributed,1
Владимирская область,2021,12,Covid19 unrelated,18
Владимирская область,2021,12,Covid19 daily reported,353
Владимирская область,2022,1,Covid19 confirmed,321
Владимирская область,2022,1,Covid19 suspected,43
Владимирская область,2022,1,Covid19 contributed,5
Владимирская область,2022,1,Covid19 unrelated,19
Владимирская область,2022,1,Covid19 daily reported,171
Владимирская область,2022,2,Covid19 confirmed,401
Владимирская область,2022,2,Covid19 suspected,24
Владимирская область,2022,2,Covid19 contributed,9
Владимирская область,2022,2,Covid19 unrelated,27
Владимирская область,2022,2,Covid19 daily reported,114
Владимирская область,2022,3,Covid19 confirmed,297
Владимирская область,2022,3,Covid19 suspected,21
Владимирская область,2022,3,Covid19 contributed,6
Владимирская область,2022,3,Covid19 unrelated,17
Владимирская область,2022,3,Covid19 daily reported,148
Владимирская область,2022,4,Covid19 confirmed,62
Владимирская область,2022,4,Covid19 suspected,13
Владимирская область,2022,4,Covid19 contributed,3
Владимирская область,2022,4,Covid19 unrelated,9
Владимирская область,2022,4,Covid19 daily reported,78
Владимирская область,2022,5,Covid19 confirmed,48
Владимирская область,2022,5,Covid19 suspected,12
Владимирская область,2022,5,Covid19 contributed,1
Владимирская область,2022,5,Covid19 unrelated,8
Владимирская область,2022,5,Covid19 daily reported,28
Владимирская область,2022,6,Covid19 confirmed,25
Владимирская область,2022,6,Covid19 suspected,7
Владимирская область,2022,6,Covid19 contributed,2
Владимирская область,2022,6,Covid19 unrelated,4
Владимирская область,2022,6,Covid19 daily reported,18
Владимирская область,2022,7,Covid19 confirmed,16
Владимирская область,2022,7,Covid19 suspected,9
Владимирская область,2022,7,Covid19 contributed,1
Владимирская область,2022,7,Covid19 unrelated,0
Владимирская область,2022,7,Covid19 daily reported,16
Воронежская область,2020,4,Covid19 confirmed,10
Воронежская область,2020,4,Covid19 suspected,0
Воронежская область,2020,4,Covid19 contributed,2
Воронежская область,2020,4,Covid19 unrelated,1
Воронежская область,2020,4,Covid19 daily reported,9
Воронежская область,2020,5,Covid19 confirmed,9
Воронежская область,2020,5,Covid19 suspected,0
Воронежская область,2020,5,Covid19 contributed,6
Воронежская область,2020,5,Covid19 unrelated,13
Воронежская область,2020,5,Covid19 daily reported,6
Воронежская область,2020,6,Covid19 confirmed,57
Воронежская область,2020,6,Covid19 suspected,0
Воронежская область,2020,6,Covid19 contributed,8
Воронежская область,2020,6,Covid19 unrelated,45
Воронежская область,2020,6,Covid19 daily reported,26
Воронежская область,2020,7,Covid19 confirmed,35
Воронежская область,2020,7,Covid19 suspected,2
Воронежская область,2020,7,Covid19 contributed,8
Воронежская область,2020,7,Covid19 unrelated,34
Воронежская область,2020,7,Covid19 daily reported,41
Воронежская область,2020,8,Covid19 confirmed,33
Воронежская область,2020,8,Covid19 suspected,0
Воронежская область,2020,8,Covid19 contributed,6
Воронежская область,2020,8,Covid19 unrelated,19
Воронежская область,2020,8,Covid19 daily reported,33
Воронежская область,2020,9,Covid19 confirmed,93
Воронежская область,2020,9,Covid19 suspected,0
Воронежская область,2020,9,Covid19 contributed,26
